America's Promise Ministries,christian-identity,48.276577,-116.553465,"(48.276577, -116.553465)"
League of the South,neo-confederate,32.553744,-86.211912,"(32.553744, -86.211912)"
Family Research Council,anti-lgbt,38.912068,-77.019022,"(38.912068, -77.019022)"
Loyal White Knights of the Ku Klux Klan,kkk,36.510278,-79.471667,"(36.510278, -79.471667)"
Liberty Counsel,anti-lgbt,28.566655,-81.389314,"(28.566655, -81.389314)"
Americans Have Had Enough,anti-immigrant,34.77,-82.31,"(34.77, -82.31)"
Sacto Skinheads,racist-skinhead,38.58,-121.494713,"(38.58, -121.494713)"
National Socialist Movement,neo-nazi,30.98,-91.967583,"(30.98, -91.967583)"
Nation of Islam,black-separatist,38.046818,-84.494687,"(38.046818, -84.494687)"
Original Knight Riders Knights of the Ku Klux Klan,kkk,38.200905,-84.873283,"(38.200905, -84.873283)"
National Socialist Movement,neo-nazi,43.19,-71.57,"(43.19, -71.57)"
American Renaissance/New Century Foundation,white-nationalist,38.892351,-77.326699,"(38.892351, -77.326699)"
Nation of Islam,black-separatist,30.431374,-87.246235,"(30.431374, -87.246235)"
Maryland National Socialist Party,neo-nazi,39.212607,-76.713581,"(39.212607, -76.713581)"
Loyal White Knights of the Ku Klux Klan,kkk,30.436229,-91.178501,"(30.436229, -91.178501)"
Die Auserwahlten,racist-skinhead,31.966435,-99.9,"(31.966435, -99.9)"
Tony Alamo Christian Ministries,other,33.261239,-93.885459,"(33.261239, -93.885459)"
Council of Conservative Citizens,white-nationalist,40.715133,-74.010995,"(40.715133, -74.010995)"
Aryan Wear,white-nationalist,32.945876,-97.276076,"(32.945876, -97.276076)"
Creativity Movement,neo-nazi,45.18,-88.47,"(45.18, -88.47)"
Aryan Terror Brigade,racist-skinhead,37.43,-78.64872,"(37.43, -78.64872)"
Aryan Strikeforce,racist-skinhead,41.874163,-93.09,"(41.874163, -93.09)"
National Socialist Movement,neo-nazi,37.2,-93.29,"(37.2, -93.29)"
Confederate Hammerskins,racist-skinhead,29.200179,-82.067952,"(29.200179, -82.067952)"
Southern National Congress,neo-confederate,34.876667,-84.245556,"(34.876667, -84.245556)"
Advanced White Society,white-nationalist,41.203321,-77.194524,"(41.203321, -77.194524)"
Old Glory Skinheads,racist-skinhead,36.49,-80.6,"(36.49, -80.6)"
Nation of Islam,black-separatist,39.326912,-76.682834,"(39.326912, -76.682834)"
Fundamentalist Latter Day Saints,other,36.990262,-112.97577,"(36.990262, -112.97577)"
League of the South,neo-confederate,31.975445,-93.997967,"(31.975445, -93.997967)"
United States Defense League,anti-muslim,34.98,-80.54,"(34.98, -80.54)"
Ku Klos Knights of the Ku Klux Klan,kkk,36.534534,-82.486105,"(36.534534, -82.486105)"
Israelite Church of God in Jesus Christ,black-separatist,26.510137,-81.94257,"(26.510137, -81.94257)"
Nation of Islam,black-separatist,38.708457,-90.250618,"(38.708457, -90.250618)"
Northern Hammerskins,racist-skinhead,41.87,-87.62249,"(41.87, -87.62249)"
Radio Jihad,anti-muslim,43.06505,-74.850713,"(43.06505, -74.850713)"
Sadistic Souls Motorcycle Club,neo-nazi,46.16,-90.06,"(46.16, -90.06)"
National Alliance,neo-nazi,36.47,-81.8,"(36.47, -81.8)"
Traditional Values Coalition,anti-lgbt,33.827605,-117.907324,"(33.827605, -117.907324)"
Geauga Constitutional Council,other,41.525337,-81.438772,"(41.525337, -81.438772)"
American Nazi Party,neo-nazi,40.103832,-83.020024,"(40.103832, -83.020024)"
White Man's March,white-nationalist,42.4,-71.37886,"(42.4, -71.37886)"
Orange County Skins,racist-skinhead,33.71,-117.83,"(33.71, -117.83)"
New Order,neo-nazi,42.99801,-88.046089,"(42.99801, -88.046089)"
American Free Press,other,38.884552,-76.996886,"(38.884552, -76.996886)"
Invictus Books,other,38.815492,-90.873918,"(38.815492, -90.873918)"
Christian Guardians,anti-muslim,37.77,-122.41,"(37.77, -122.41)"
Pacific Justice Institute,anti-lgbt,38.554403,-121.325568,"(38.554403, -121.325568)"
American Freedom Party,white-nationalist,43.8,-120.553665,"(43.8, -120.553665)"
National Socialist Movement,neo-nazi,39.04,-76.64,"(39.04, -76.64)"
St. Michael's Parish/Mount St. Michael,rad-trad-catholicism,47.73169,-117.341557,"(47.73169, -117.341557)"
National Socialist Movement,neo-nazi,30.43,-84.28,"(30.43, -84.28)"
Ku Klos Knights of the Ku Klux Klan,kkk,38.615325,-87.35446,"(38.615325, -87.35446)"
Original Knight Riders Knights of the Ku Klux Klan,kkk,33.950599,-81.372937,"(33.950599, -81.372937)"
Ozark Craft LC,other,36.229793,-93.107676,"(36.229793, -93.107676)"
Council of Conservative Citizens,white-nationalist,33.855391,-89.311461,"(33.855391, -89.311461)"
Nation of Islam,black-separatist,38.98,-94.55,"(38.98, -94.55)"
Battalion 14,neo-nazi,42.24,-84.4,"(42.24, -84.4)"
Loyal White Knights of the Ku Klux Klan,kkk,40.695773,-89.582474,"(40.695773, -89.582474)"
Die Auserwahlten,racist-skinhead,27.66,-81.495209,"(27.66, -81.495209)"
Council of Conservative Citizens,white-nationalist,34.828742,-87.648247,"(34.828742, -87.648247)"
Pace Confederate Depot,neo-confederate,34.509544,-88.635331,"(34.509544, -88.635331)"
Council of Conservative Citizens,white-nationalist,39.546908,-84.242732,"(39.546908, -84.242732)"
Creativity Movement,neo-nazi,37.83,-84.274406,"(37.83, -84.274406)"
Crew 38,racist-skinhead,47.6,-122.33,"(47.6, -122.33)"
Council of Conservative Citizens,white-nationalist,32.350399,-90.152946,"(32.350399, -90.152946)"
Heritage and Destiny,white-nationalist,39.704965,-78.364742,"(39.704965, -78.364742)"
Aryan Terror Brigade,racist-skinhead,37.962877,-91.83,"(37.962877, -91.83)"
American Nazi Party,neo-nazi,30.212844,-97.747357,"(30.212844, -97.747357)"
Aryan Strikeforce,racist-skinhead,37.836903,-84.27,"(37.836903, -84.27)"
Supreme White Alliance,racist-skinhead,40.113832,-83.020024,"(40.113832, -83.020024)"
Creativity Movement,neo-nazi,47.75,-120.74,"(47.75, -120.74)"
The White Network,white-nationalist,30.041458,-99.151591,"(30.041458, -99.151591)"
Sadistic Souls Skinheads,racist-skinhead,38.86,-90.09,"(38.86, -90.09)"
Nation of Islam,black-separatist,38.605721,-90.116746,"(38.605721, -90.116746)"
Nation of Islam,black-separatist,40.436882,-79.857682,"(40.436882, -79.857682)"
Council of Conservative Citizens,white-nationalist,39.00415,-77.039175,"(39.00415, -77.039175)"
Most Holy Family Monastery,rad-trad-catholicism,42.438091,-77.985067,"(42.438091, -77.985067)"
War On The Horizon,black-separatist,38.837233,-77.016143,"(38.837233, -77.016143)"
American Freedom Party,white-nationalist,46.87,-110.365219,"(46.87, -110.365219)"
Israelite Church of God in Jesus Christ,black-separatist,35.028582,-78.962762,"(35.028582, -78.962762)"
Nation of Islam,black-separatist,37.562127,-77.366896,"(37.562127, -77.366896)"
Dixie Republic,neo-confederate,34.977616,-82.443454,"(34.977616, -82.443454)"
South Africa Project,white-nationalist,43.237033,-73.912467,"(43.237033, -73.912467)"
Aryan Terror Brigade,racist-skinhead,35.000191,-97.09,"(35.000191, -97.09)"
National Socialist Freedom Movement,neo-nazi,41.597729,-73.08,"(41.597729, -73.08)"
American Front,racist-skinhead,38.576622,-121.49,"(38.576622, -121.49)"
Nation of Islam,black-separatist,34.99183,-90.012957,"(34.99183, -90.012957)"
Creativity Movement,neo-nazi,34.04,-111.09,"(34.04, -111.09)"
League of the South,neo-confederate,37.43,-78.65,"(37.43, -78.65)"
AC Skins,racist-skinhead,39.42,-74.49,"(39.42, -74.49)"
Mission to Israel,christian-identity,41.866533,-103.661168,"(41.866533, -103.661168)"
Kinsman Redeemer Ministries,christian-identity,38.959507,-84.387994,"(38.959507, -84.387994)"
Dove World Outreach Center,other,27.493378,-82.377733,"(27.493378, -82.377733)"
Jewish Political Action Committee,anti-lgbt,40.709335,-73.956555,"(40.709335, -73.956555)"
Aryan Nations LA,neo-nazi,40.98,-74.14,"(40.98, -74.14)"
Southern Nationalist Network,neo-confederate,33.56,-81.71,"(33.56, -81.71)"
OMNI Christian Book Club,rad-trad-catholicism,34.35794,-118.065444,"(34.35794, -118.065444)"
American Freedom Party,white-nationalist,40.62,-79.15,"(40.62, -79.15)"
Label 56,racist-music,39.38775,-76.488118,"(39.38775, -76.488118)"
New Black Panther Party,black-separatist,29.441816,-98.48013,"(29.441816, -98.48013)"
Nation of Islam,black-separatist,42.920478,-85.647216,"(42.920478, -85.647216)"
Council of Conservative Citizens,white-nationalist,33.65,-86.68,"(33.65, -86.68)"
Nation of Islam,black-separatist,38.85,-104.78,"(38.85, -104.78)"
National Socialist Movement,neo-nazi,43.07,-107.29,"(43.07, -107.29)"
Loyal White Knights of the Ku Klux Klan,kkk,38.258101,-84.898477,"(38.258101, -84.898477)"
Aryan Nations LA,neo-nazi,42.98,-70.94,"(42.98, -70.94)"
NS Publications,neo-nazi,42.214206,-83.149923,"(42.214206, -83.149923)"
National Socialist Movement,neo-nazi,44.55,-72.57,"(44.55, -72.57)"
National Socialist Movement,neo-nazi,33.68,-78.88,"(33.68, -78.88)"
Aryan Strikeforce,racist-skinhead,46.72,-94.68,"(46.72, -94.68)"
National Socialist Movement,neo-nazi,41.2,-77.183762,"(41.2, -77.183762)"
League of the South,neo-confederate,34.862863,-87.537525,"(34.862863, -87.537525)"
Aryan Terror Brigade,racist-skinhead,36.737508,-119.41,"(36.737508, -119.41)"
National Socialist Movement,neo-nazi,44.06,-114.745674,"(44.06, -114.745674)"
American Nazi Party,neo-nazi,37.574542,-77.543312,"(37.574542, -77.543312)"
New Black Panther Party,black-separatist,30.37,-81.66,"(30.37, -81.66)"
Confederate Hammerskins,racist-skinhead,36.16,-86.78,"(36.16, -86.78)"
Free America Rally,white-nationalist,44.01129,-120.665296,"(44.01129, -120.665296)"
Loyal White Knights of the Ku Klux Klan,kkk,32.412414,-90.290181,"(32.412414, -90.290181)"
Covenant People's Ministry,christian-identity,33.290951,-84.45937,"(33.290951, -84.45937)"
Nation of Islam,black-separatist,35.133211,-90.032478,"(35.133211, -90.032478)"
Nation of Islam,black-separatist,36.885412,-76.26529,"(36.885412, -76.26529)"
National Socialist Movement,neo-nazi,40.85,-74.16,"(40.85, -74.16)"
Crew 38,racist-skinhead,37.68,-97.33,"(37.68, -97.33)"
Council of Conservative Citizens,white-nationalist,38.899583,-77.03,"(38.899583, -77.03)"
Israelite Church of God in Jesus Christ,black-separatist,40.121497,-75.339904,"(40.121497, -75.339904)"
Creativity Alliance,neo-nazi,31.96,-99.893875,"(31.96, -99.893875)"
National Socialist Movement,neo-nazi,32.22,-110.92,"(32.22, -110.92)"
Aryan Nations OH,neo-nazi,41.2,-77.19,"(41.2, -77.19)"
AC Skins,racist-skinhead,39.49,-74.55,"(39.49, -74.55)"
Nation of Islam,black-separatist,32.766133,-96.772526,"(32.766133, -96.772526)"
Nation of Islam,black-separatist,32.453718,-93.76491,"(32.453718, -93.76491)"
Inconvenient History,holocaust-denial,32.55,-117.04,"(32.55, -117.04)"
Pioneer Little Europe Kalispell Montana,white-nationalist,48.197778,-114.316111,"(48.197778, -114.316111)"
Loyal White Knights of the Ku Klux Klan,kkk,30.509943,-84.364719,"(30.509943, -84.364719)"
Aryan Nations OH,neo-nazi,37.83,-84.27,"(37.83, -84.27)"
League of the South/Southern Culture Center,neo-confederate,34.178171,-82.379014,"(34.178171, -82.379014)"
Tom Brown Ministries,anti-lgbt,31.781896,-106.459373,"(31.781896, -106.459373)"
Protestant White Nationalist Party of Kentucky/Uncreated Light,white-nationalist,38.25,-85.75,"(38.25, -85.75)"
Ku Klos Knights of the Ku Klux Klan,kkk,35.960638,-83.920739,"(35.960638, -83.920739)"
Israelite Church of God in Jesus Christ,black-separatist,45.48633,-122.802005,"(45.48633, -122.802005)"
Scriptures for America Ministries,christian-identity,40.626371,-105.137757,"(40.626371, -105.137757)"
Blood and Honour U.S.A.,racist-skinhead,32.94,-96.72,"(32.94, -96.72)"
Council of Conservative Citizens,white-nationalist,35.222318,-87.022444,"(35.222318, -87.022444)"
The Dakota Voice,other,44.060017,-103.139148,"(44.060017, -103.139148)"
AC Skins,racist-skinhead,39.41,-74.36,"(39.41, -74.36)"
Whitakeronline,white-nationalist,33.83,-81.167336,"(33.83, -81.167336)"
Culture Wars/Fidelity Press,rad-trad-catholicism,41.689403,-86.252357,"(41.689403, -86.252357)"
Aggressive Christianity,other,34.653454,-108.677664,"(34.653454, -108.677664)"
American Freedom Defense Initiative,anti-muslim,40.776905,-73.980064,"(40.776905, -73.980064)"
Fraternal Order of the Cross,kkk,38.735893,-85.379957,"(38.735893, -85.379957)"
Tightrope,racist-music,36.119514,-92.135986,"(36.119514, -92.135986)"
Nation of Islam,black-separatist,33.689184,-84.50818,"(33.689184, -84.50818)"
Nation of Islam,black-separatist,35.77443,-78.631362,"(35.77443, -78.631362)"
True Invisible Empire Traditionalist American Knights of the Ku Klux Klan,kkk,40.262588,-76.876059,"(40.262588, -76.876059)"
Loyal White Knights of the Ku Klux Klan,kkk,35.898723,-86.962408,"(35.898723, -86.962408)"
National Socialist Freedom Movement,neo-nazi,33.948814,-84.537945,"(33.948814, -84.537945)"
National Socialist Movement,neo-nazi,43.78,-88.78,"(43.78, -88.78)"
National Socialist Movement,neo-nazi,41.58,-71.47,"(41.58, -71.47)"
Traditionalist Youth Network at Indiana University,white-nationalist,39.165325,-86.526385,"(39.165325, -86.526385)"
Aryan Strikeforce,racist-skinhead,40.63,-89.39,"(40.63, -89.39)"
Nation of Islam,black-separatist,41.099004,-80.652113,"(41.099004, -80.652113)"
Truth At Last,other,33.95,-84.55,"(33.95, -84.55)"
Non-Universal Teaching Ministries,christian-identity,41.156998,-83.41687,"(41.156998, -83.41687)"
Islam: Making a True Difference in the World -- One Body at a Time,anti-muslim,33.976826,-84.443522,"(33.976826, -84.443522)"
Aryan Nations LA,neo-nazi,45.01,-71.79,"(45.01, -71.79)"
In the Spirit of Chartres Committee,rad-trad-catholicism,36.946815,-76.560507,"(36.946815, -76.560507)"
Jamaat al-Muslimeen,other,39.305668,-76.635495,"(39.305668, -76.635495)"
Red October,white-nationalist,39.3995,-84.561335,"(39.3995, -84.561335)"
National Socialist Movement,neo-nazi,43.04,-76.14,"(43.04, -76.14)"
Aryan Nations LA,neo-nazi,31.78,-93.69,"(31.78, -93.69)"
Nation of Islam,black-separatist,39.970594,-82.968973,"(39.970594, -82.968973)"
AC Skins,racist-skinhead,39.61,-74.35,"(39.61, -74.35)"
American Front,racist-skinhead,40.93,-74.18,"(40.93, -74.18)"
Crew 38,racist-skinhead,33.52,-86.8,"(33.52, -86.8)"
Texas Knights of the Ku Klux Klan,kkk,33.14817,-95.951356,"(33.14817, -95.951356)"
Israelite Church of God in Jesus Christ,black-separatist,39.478782,-75.03775,"(39.478782, -75.03775)"
Creativity Alliance,neo-nazi,35.75,-79.01,"(35.75, -79.01)"
Southern National Congress,neo-confederate,35.898723,-86.962408,"(35.898723, -86.962408)"
Aryan Nations LA,neo-nazi,35.1985,-91.83,"(35.1985, -91.83)"
Vinlanders Minnesota,racist-skinhead,44.897318,-93.102714,"(44.897318, -93.102714)"
Federation for American Immigration Reform,anti-immigrant,38.9163,-77.0452,"(38.9163, -77.0452)"
National Socialist Movement,neo-nazi,36.74,-119.77,"(36.74, -119.77)"
American Freedom Party,white-nationalist,34.05375,-118.255034,"(34.05375, -118.255034)"
Third Reich Books,neo-nazi,40.14,-97.17,"(40.14, -97.17)"
Black Riders Liberation Party,black-separatist,34.008323,-118.349116,"(34.008323, -118.349116)"
Aryan Nations OH,neo-nazi,27.66,-81.51,"(27.66, -81.51)"
Noontide Press,holocaust-denial,33.597429,-117.837004,"(33.597429, -117.837004)"
All Eyes On Egipt Bookstore,black-separatist,41.75,-87.58,"(41.75, -87.58)"
Providence Road Baptist Church,anti-lgbt,35.575688,-81.211747,"(35.575688, -81.211747)"
Free America Rally,white-nationalist,30.984297,-91.962332,"(30.984297, -91.962332)"
Israelite Church of God in Jesus Christ,black-separatist,34.603566,-98.395929,"(34.603566, -98.395929)"
Nation of Islam,black-separatist,41.759792,-87.564304,"(41.759792, -87.564304)"
Weisman Publications,christian-identity,44.731909,-93.21772,"(44.731909, -93.21772)"
Nation of Islam,black-separatist,28.577528,-81.438885,"(28.577528, -81.438885)"
Citizen Warrior,anti-muslim,36.17,-86.78,"(36.17, -86.78)"
Vinlanders Texas,racist-skinhead,31.96,-99.897652,"(31.96, -99.897652)"
White Advocacy Movement,white-nationalist,27.657683,-81.51,"(27.657683, -81.51)"
Robert Sungenis,rad-trad-catholicism,39.722976,-77.724641,"(39.722976, -77.724641)"
Atlas Shrugs,anti-muslim,40.753685,-73.999163,"(40.753685, -73.999163)"
Forssaken Motorcycle Club,neo-nazi,35.37387,-92.563537,"(35.37387, -92.563537)"
Southern Mountain Knights of the Ku Klux Klan,kkk,36.1,-84.13,"(36.1, -84.13)"
Concerned Citizens and Friends of Illegal Immigration Law Enforcement,other,42.324004,-71.453683,"(42.324004, -71.453683)"
National Socialist Movement,neo-nazi,42.401041,-82.998534,"(42.401041, -82.998534)"
Church of the Sons of Yhvh,christian-identity,31.771558,-93.693794,"(31.771558, -93.693794)"
US Border Guard,anti-immigrant,33.415184,-111.831472,"(33.415184, -111.831472)"
Nation of Islam,black-separatist,40.276554,-76.869213,"(40.276554, -76.869213)"
National Socialist Freedom Movement,neo-nazi,41.044038,-81.521241,"(41.044038, -81.521241)"
Castle Hill Publishers,holocaust-denial,40.77977,-73.983628,"(40.77977, -73.983628)"
Christ or Chaos,rad-trad-catholicism,39.328237,-84.553667,"(39.328237, -84.553667)"
Israelite Church of God In Jesus Christ,black-separatist,40.813891,-73.962432,"(40.813891, -73.962432)"
Aryan Strikeforce,racist-skinhead,35,-97.09,"(35, -97.09)"
Creativity Movement,neo-nazi,40.11,-84.35,"(40.11, -84.35)"
Nation of Islam,black-separatist,25.827362,-80.208564,"(25.827362, -80.208564)"
Nation of Islam,black-separatist,39.937645,-75.113672,"(39.937645, -75.113672)"
As-Sabiqun,other,34.065562,-118.309664,"(34.065562, -118.309664)"
White Rabbit Radio,white-nationalist,42.277306,-83.263981,"(42.277306, -83.263981)"
National Socialist Movement,neo-nazi,41.6,-73.075562,"(41.6, -73.075562)"
Patriotic Flags,white-nationalist,32.996209,-80.184261,"(32.996209, -80.184261)"
11th Hour Remnant Messenger,christian-identity,35.68,-105.93,"(35.68, -105.93)"
New Black Panther Party,black-separatist,38.629185,-90.217431,"(38.629185, -90.217431)"
Creativity Alliance,neo-nazi,37.430978,-78.65,"(37.430978, -78.65)"
Nation Of Islam,black-separatist,33.477583,-82.013465,"(33.477583, -82.013465)"
Cen_ter for the Advance_ment of Occi_den_tal Cul_ture (CAOC),white-nationalist,42.666503,-83.613557,"(42.666503, -83.613557)"
The Israelite Church of God in Jesus Christ,black-separatist,40.794065,-73.927164,"(40.794065, -73.927164)"
National Socialist Movement,neo-nazi,40.66,-74.11,"(40.66, -74.11)"
Southern National Congress,neo-confederate,39.201384,-76.837499,"(39.201384, -76.837499)"
Aryan Nations LA,neo-nazi,35.73,-81.34,"(35.73, -81.34)"
Aryan Terror Brigade,racist-skinhead,42.4,-71.38607,"(42.4, -71.38607)"
Power of Prophecy,other,30.300618,-97.874408,"(30.300618, -97.874408)"
Family Research Institute,anti-lgbt,39.00922,-104.70047,"(39.00922, -104.70047)"
International Keystone Knights of the Ku Klux Klan,kkk,35.313526,-90.773943,"(35.313526, -90.773943)"
Family Watch International,anti-lgbt,33.355996,-111.755609,"(33.355996, -111.755609)"
New Black Panther Party,black-separatist,40.728223,-73.794851,"(40.728223, -73.794851)"
Israelite Church of God in Jesus Christ,black-separatist,44.994487,-93.298397,"(44.994487, -93.298397)"
New Black Panther Party,black-separatist,29.735638,-95.36179,"(29.735638, -95.36179)"
Kingdom Treasure Ministries,neo-confederate,36.269538,-95.854711,"(36.269538, -95.854711)"
Sultan Knish a blog by Daniel Greenfield,anti-muslim,40.721786,-74.009447,"(40.721786, -74.009447)"
Loyal White Knights of the Ku Klux Klan,kkk,40.215546,-74.604906,"(40.215546, -74.604906)"
White Boy Society,white-nationalist,36.742186,-119.41,"(36.742186, -119.41)"
National Socialist Movement,neo-nazi,32.31,-86.9,"(32.31, -86.9)"
You Can Run But You Cannot Hide,anti-lgbt,45.261111,-94.124166,"(45.261111, -94.124166)"
United Klans of America,kkk,47.494183,-111.283344,"(47.494183, -111.283344)"
Southern Mountain Knights of the Ku Klux Klan,kkk,36.16647,-86.783736,"(36.16647, -86.783736)"
Illinois Family Institute,anti-lgbt,41.92,-88.12,"(41.92, -88.12)"
Council of Conservative Citizens,white-nationalist,38.568783,-90.421944,"(38.568783, -90.421944)"
Midland Hammerskins,racist-skinhead,37.696628,-97.341321,"(37.696628, -97.341321)"
Poker Face,racist-music,40.6,-75.47,"(40.6, -75.47)"
Loyal White Knights of the Ku Klux Klan,kkk,39.278635,-80.432652,"(39.278635, -80.432652)"
Crew 38,racist-skinhead,40.26,-86.123543,"(40.26, -86.123543)"
Christian Revival Center,christian-identity,36.22,-93.1,"(36.22, -93.1)"
Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI),christian-identity,41.85,-87.65,"(41.85, -87.65)"
National Socialist Movement,neo-nazi,44.97,-93.26,"(44.97, -93.26)"
American Freedom Party,white-nationalist,32.432289,-97.782932,"(32.432289, -97.782932)"
Black Riders Liberation Party,black-separatist,42.654738,-73.788968,"(42.654738, -73.788968)"
Nation of Islam,black-separatist,40.66965,-89.639286,"(40.66965, -89.639286)"
Stormfront,white-nationalist,26.665499,-80.05908,"(26.665499, -80.05908)"
National Socialist Movement,neo-nazi,41.87,-87.62,"(41.87, -87.62)"
Crew 38,racist-skinhead,32.35,-89.396095,"(32.35, -89.396095)"
Loyal White Knights of the Ku Klux Klan,kkk,39.129728,-119.673093,"(39.129728, -119.673093)"
Die Auserwahlten,racist-skinhead,41.208364,-77.19,"(41.208364, -77.19)"
Tony Alamo Christian Ministries,other,35.37046,-94.413064,"(35.37046, -94.413064)"
Fellowship of God's Covenant People,christian-identity,38.945895,-84.680501,"(38.945895, -84.680501)"
National Socialist Movement,neo-nazi,45.25,-69.44,"(45.25, -69.44)"
Creativity Alliance,neo-nazi,32.16,-82.9,"(32.16, -82.9)"
Aryan Terror Brigade,racist-skinhead,38.796373,-116.41,"(38.796373, -116.41)"
Aryan Strikeforce,racist-skinhead,44.551579,-72.57,"(44.551579, -72.57)"
Nation of Islam,black-separatist,27.734624,-82.632137,"(27.734624, -82.632137)"
American Nazi Party,neo-nazi,34.155954,-117.402774,"(34.155954, -117.402774)"
Southern National Congress,neo-confederate,37,-87.36,"(37, -87.36)"
Advanced White Society,white-nationalist,32.165622,-82.900075,"(32.165622, -82.900075)"
Confederate Hammerskins,racist-skinhead,35.75,-79.005089,"(35.75, -79.005089)"
Nation of Islam,black-separatist,42.110021,-72.567583,"(42.110021, -72.567583)"
Chalcedon Foundation,anti-lgbt,38.09,-120.47,"(38.09, -120.47)"
League of the South,neo-confederate,38.326544,-76.727526,"(38.326544, -76.727526)"
American Family Association,anti-lgbt,41.397835,-79.831443,"(41.397835, -79.831443)"
Ku Klos Knights of the Ku Klux Klan,kkk,38.882553,-104.734593,"(38.882553, -104.734593)"
Israelite Church of God in Jesus Christ,black-separatist,25.940058,-80.215399,"(25.940058, -80.215399)"
Nation of Islam,black-separatist,30.013167,-90.020895,"(30.013167, -90.020895)"
a2z Publications,other,36.15,-115.21,"(36.15, -115.21)"
Sharia Awareness Action Network,anti-muslim,38.9,-77.03,"(38.9, -77.03)"
Sadistic Souls Motorcycle Club,neo-nazi,40.05,-78.99,"(40.05, -78.99)"
White Boy Society,white-nationalist,34.04,-111.095467,"(34.04, -111.095467)"
Traditional Values Coalition,anti-lgbt,38.883137,-76.990227,"(38.883137, -76.990227)"
Tea Party Nation,other,35.861207,-86.863581,"(35.861207, -86.863581)"
National Socialist Freedom Movement,neo-nazi,33.832779,-81.16,"(33.832779, -81.16)"
ATLAH World Missionary Church (All The Land Anointed Holy),anti-lgbt,40.814849,-73.962432,"(40.814849, -73.962432)"
Nation of Islam,black-separatist,43.143282,-77.628996,"(43.143282, -77.628996)"
Kingdom Identity Ministries,christian-identity,36.229999,-93.11,"(36.229999, -93.11)"
Confederate Hammerskins,racist-skinhead,30.33,-81.65,"(30.33, -81.65)"
American Family Association,anti-lgbt,34.25653,-88.724929,"(34.25653, -88.724929)"
Christian Anti-Defamation Commission,other,33.221773,-117.226056,"(33.221773, -117.226056)"
Confederate Hammerskins,racist-skinhead,34,-81.03,"(34, -81.03)"
Divine International Church of the Web,christian-identity,40.61,-89.45,"(40.61, -89.45)"
Tradition in Action,rad-trad-catholicism,34.022447,-118.200027,"(34.022447, -118.200027)"
National Socialist Movement,neo-nazi,33.743469,-84.38,"(33.743469, -84.38)"
Ku Klos Knights of the Ku Klux Klan,kkk,41.433948,-79.706441,"(41.433948, -79.706441)"
Original Knight Riders Knights of the Ku Klux Klan,kkk,40.27,-76.88,"(40.27, -76.88)"
White Pride Home School Resource Center,other,36.316745,-93.011942,"(36.316745, -93.011942)"
Council of Conservative Citizens,white-nationalist,33.018503,-80.175648,"(33.018503, -80.175648)"
Nation of Islam,black-separatist,39.802988,-86.103918,"(39.802988, -86.103918)"
Western Hammerskins,racist-skinhead,32.710782,-117.156173,"(32.710782, -117.156173)"
Loyal White Knights of the Ku Klux Klan,kkk,32.232644,-83.464355,"(32.232644, -83.464355)"
Die Auserwahlten,racist-skinhead,40.756392,-111.898592,"(40.756392, -111.898592)"
Vinlanders New Jersey,racist-skinhead,40.09,-74.04,"(40.09, -74.04)"
Confederate Patriot Voters United,neo-confederate,34.505991,-88.635331,"(34.505991, -88.635331)"
Committee for Open Debate on the Holocaust,holocaust-denial,41.033165,-76.004373,"(41.033165, -76.004373)"
Creativity Movement,neo-nazi,43.96,-99.9,"(43.96, -99.9)"
National Socialist Movement,neo-nazi,39.32155,-111.09,"(39.32155, -111.09)"
Westboro Baptist Church,anti-lgbt,39.040155,-95.724716,"(39.040155, -95.724716)"
League of the South,neo-confederate,33.560416,-81.719553,"(33.560416, -81.719553)"
Casa D'Ice Signs,anti-muslim,40.379791,-79.809491,"(40.379791, -79.809491)"
Aryan Terror Brigade,racist-skinhead,41.487235,-99.9,"(41.487235, -99.9)"
Aryan Strikeforce,racist-skinhead,40.41,-82.9,"(40.41, -82.9)"
Supreme White Alliance,racist-skinhead,37.956109,-91.83,"(37.956109, -91.83)"
Creativity Movement,neo-nazi,43.292451,-74.21,"(43.292451, -74.21)"
Southern National Congress,neo-confederate,32.543744,-86.211912,"(32.543744, -86.211912)"
Advanced White Society,white-nationalist,40.71,-74.004593,"(40.71, -74.004593)"
Confederate Hammerskins,racist-skinhead,34.73,-86.58,"(34.73, -86.58)"
Nation of Islam,black-separatist,33.405164,-112.070017,"(33.405164, -112.070017)"
The Hated,racist-skinhead,39.95,-74.19,"(39.95, -74.19)"
Ku Klos Knights of the Ku Klux Klan,kkk,36.52232,-82.713492,"(36.52232, -82.713492)"
European American Action Coalition,white-nationalist,41.325913,-75.78936,"(41.325913, -75.78936)"
Ku Klos Knights of the Ku Klux Klan,kkk,36.318346,-81.975299,"(36.318346, -81.975299)"
Israelite Church of God in Jesus Christ,black-separatist,35.384884,-77.992765,"(35.384884, -77.992765)"
Nation of Islam,black-separatist,37.810995,-122.273319,"(37.810995, -122.273319)"
Sons of Aesir Motorcycle Club,other,33.29,-112.42,"(33.29, -112.42)"
Faith Freedom,anti-muslim,47.615043,-122.171757,"(47.615043, -122.171757)"
Aryan Terror Brigade,racist-skinhead,43.798111,-120.55,"(43.798111, -120.55)"
